age,job,marital,deposit
48,technician,divorced,no
38,technician,married,no
53,blue-collar,married,no
36,blue-collar,married,no
37,management,married,no
36,blue-collar,married,no
39,blue-collar,married,no
50,admin.,married,no
49,blue-collar,married,no
41,services,married,no
32,services,married,no
30,unemployed,single,no
46,management,married,no
25,self-employed,married,no
27,services,married,no
28,student,single,no
47,management,divorced,no
39,management,divorced,no
28,admin.,married,no
45,technician,divorced,no
30,management,married,no
48,blue-collar,married,no
60,blue-collar,married,no
48,entrepreneur,married,no
38,management,single,no
31,management,single,no
52,unemployed,married,no
28,blue-collar,single,no
51,blue-collar,married,no
32,technician,married,no
52,entrepreneur,divorced,no
23,blue-collar,single,no
51,management,married,no
49,services,married,no
37,self-employed,married,no
32,management,single,no
32,management,married,no
56,services,married,no
49,technician,married,no
49,management,married,no
53,management,married,no
32,admin.,married,no
60,retired,married,no
40,blue-collar,married,no
41,services,married,no
55,blue-collar,married,no
33,management,single,no
49,blue-collar,married,no
26,management,single,no
56,management,divorced,no
27,admin.,single,no
55,unemployed,married,no
55,technician,divorced,no
26,management,single,no
34,technician,married,no
38,housemaid,married,no
88,retired,married,no
38,admin.,married,no
44,technician,divorced,no
43,admin.,married,no
48,blue-collar,divorced,no
35,admin.,single,no
49,services,married,no
33,unemployed,single,no
77,unknown,married,no
56,housemaid,divorced,no
33,admin.,married,no
44,admin.,single,no
40,admin.,married,no
55,blue-collar,divorced,no
31,management,married,no
42,services,married,no
45,entrepreneur,divorced,no
38,admin.,single,no
32,admin.,single,no
35,management,single,no
70,retired,married,no
41,technician,married,no
27,blue-collar,single,no
56,entrepreneur,married,no
59,management,divorced,no
31,management,married,no
59,retired,married,no
32,management,single,no
37,technician,single,no
59,retired,divorced,no
51,technician,married,no
42,blue-collar,married,no
38,admin.,divorced,no
35,technician,divorced,no
42,blue-collar,married,no
43,technician,single,no
31,management,married,no
56,blue-collar,married,no
43,management,married,no
39,management,married,no
52,blue-collar,married,no
32,services,single,no
37,self-employed,married,no
35,entrepreneur,married,no
39,services,divorced,no
44,self-employed,married,no
41,entrepreneur,married,no
26,student,single,no
50,admin.,married,no
33,technician,married,no
26,services,married,no
31,admin.,single,no
56,admin.,divorced,no
40,blue-collar,married,no
27,technician,single,no
41,technician,married,no
78,retired,married,no
60,housemaid,married,no
46,management,married,no
25,blue-collar,single,no
30,management,married,no
37,self-employed,divorced,no
45,blue-collar,married,no
31,management,single,no
35,technician,married,no
47,management,married,no
55,services,married,no
28,self-employed,single,no
37,blue-collar,single,no
34,student,single,no
45,blue-collar,single,no
35,blue-collar,single,no
32,technician,divorced,no
26,student,single,no
47,blue-collar,married,no
33,technician,married,no
42,management,single,no
31,unemployed,single,no
30,blue-collar,single,no
40,management,single,no
52,management,married,no
48,admin.,married,no
36,blue-collar,divorced,no
36,blue-collar,single,no
47,blue-collar,married,no
31,technician,single,no
60,retired,married,no
49,blue-collar,married,no
41,technician,married,no
67,management,married,no
35,technician,married,no
34,management,married,no
49,technician,married,no
33,management,divorced,no
37,blue-collar,divorced,no
29,admin.,single,no
53,housemaid,married,no
36,technician,married,no
54,unknown,married,no
55,blue-collar,divorced,no
38,blue-collar,married,no
50,blue-collar,married,no
50,entrepreneur,married,no
35,management,married,no
35,management,single,no
51,retired,single,no
34,technician,single,no
28,blue-collar,single,no
57,management,married,no
38,entrepreneur,married,no
41,retired,single,no
38,blue-collar,single,no
54,technician,single,no
52,technician,married,no
35,housemaid,married,no
40,admin.,married,no
33,technician,divorced,no
35,management,divorced,no
41,management,married,no
33,technician,married,no
25,admin.,single,no
34,management,married,no
28,blue-collar,single,no
41,admin.,divorced,no
29,student,single,no
38,technician,single,no
39,blue-collar,married,no
58,retired,married,no
36,self-employed,single,no
46,management,divorced,no
36,management,married,no
59,management,divorced,no
36,technician,married,no
34,housemaid,married,no
29,technician,single,no
39,blue-collar,married,no
32,self-employed,married,no
29,services,married,no
53,technician,married,no
29,blue-collar,married,no
44,management,single,no
28,student,single,no
37,technician,married,no
45,management,divorced,no
39,blue-collar,married,no
34,services,married,no
32,blue-collar,married,no
40,services,married,no
30,technician,single,no
55,management,married,no
50,management,married,no
45,admin.,married,no
54,management,married,no
37,admin.,married,no
40,entrepreneur,married,no
39,management,married,no
59,entrepreneur,married,no
40,technician,married,no
48,management,single,no
73,retired,married,no
28,self-employed,single,no
50,services,single,no
35,unemployed,married,no
45,services,single,no
51,self-employed,married,no
47,admin.,single,no
54,blue-collar,divorced,no
54,services,married,no
35,blue-collar,married,no
74,retired,married,no
32,technician,married,no
56,management,married,no
57,retired,divorced,no
33,blue-collar,married,no
44,blue-collar,married,no
30,admin.,divorced,no
48,blue-collar,married,no
38,management,married,no
26,management,single,no
24,blue-collar,single,no
28,management,married,no
55,management,married,no
40,technician,married,no
39,management,married,no
43,services,divorced,no
32,blue-collar,married,no
35,blue-collar,married,no
53,technician,married,no
44,unemployed,divorced,no
42,housemaid,married,no
59,retired,married,no
32,blue-collar,single,no
47,blue-collar,married,no
30,management,single,no
38,technician,single,no
40,blue-collar,single,no
34,management,single,no
33,technician,single,no
27,unemployed,single,no
39,blue-collar,married,no
38,blue-collar,married,no
55,services,married,no
59,blue-collar,married,no
37,management,married,no
38,services,single,no
20,admin.,single,no
51,entrepreneur,married,no
48,admin.,married,no
36,management,married,no
30,management,single,no
45,management,married,no
31,blue-collar,divorced,no
40,technician,married,no
58,entrepreneur,married,no
35,blue-collar,married,no
42,management,married,no
48,blue-collar,married,no
52,technician,single,no
30,services,single,no
43,blue-collar,married,no
43,blue-collar,married,no
30,management,single,no
46,technician,married,no
43,entrepreneur,married,no
36,admin.,married,no
42,management,married,no
41,blue-collar,married,no
50,management,single,no
25,blue-collar,single,no
36,management,married,no
59,retired,divorced,no
50,admin.,divorced,no
45,management,married,no
49,entrepreneur,married,no
54,technician,divorced,no
33,admin.,married,no
67,technician,married,no
31,admin.,married,no
59,blue-collar,divorced,no
28,admin.,single,no
58,management,divorced,no
30,services,divorced,no
53,retired,married,no
51,unknown,married,no
47,blue-collar,married,no
30,management,single,no
38,management,married,no
53,technician,single,no
59,retired,married,no
57,unemployed,married,no
36,self-employed,single,no
42,blue-collar,married,no
56,technician,single,no
38,unemployed,married,no
47,management,married,no
30,self-employed,married,no
42,entrepreneur,single,no
34,management,divorced,no
29,services,married,no
49,management,married,no
59,management,married,no
30,management,single,no
37,technician,married,no
27,admin.,single,no
24,student,single,no
55,management,married,no
60,technician,divorced,no
30,services,married,no
34,blue-collar,divorced,no
36,admin.,married,no
44,blue-collar,married,no
38,management,married,no
60,management,married,no
58,services,married,no
30,admin.,single,no
39,technician,married,no
44,housemaid,single,no
32,management,married,no
32,blue-collar,married,no
47,admin.,single,no
37,technician,married,no
86,retired,divorced,no
38,technician,married,no
31,management,married,no
49,services,single,no
53,retired,married,no
55,management,divorced,no
30,management,single,no
41,management,married,no
31,services,married,no
39,services,married,no
43,blue-collar,married,no
45,management,divorced,no
42,management,married,no
35,management,single,no
43,self-employed,married,no
54,management,married,no
43,blue-collar,married,no
33,admin.,married,no
31,management,single,no
42,unemployed,married,no
34,blue-collar,single,no
36,blue-collar,married,no
51,services,married,no
50,blue-collar,married,no
32,student,single,no
37,management,married,no
50,blue-collar,divorced,no
52,blue-collar,married,no
30,admin.,divorced,no
38,management,single,no
50,blue-collar,married,no
32,blue-collar,single,no
24,blue-collar,single,no
36,management,married,no
42,technician,single,no
50,blue-collar,married,no
41,blue-collar,married,no
34,admin.,single,no
29,technician,married,no
47,management,married,no
44,blue-collar,married,no
49,self-employed,married,no
39,blue-collar,divorced,no
31,entrepreneur,single,no
36,services,single,no
44,blue-collar,married,no
29,management,married,no
33,management,single,no
40,admin.,married,no
33,management,single,no
54,management,married,no
32,management,single,no
57,management,married,no
46,management,married,no
30,blue-collar,single,no
35,management,married,no
36,admin.,single,no
37,admin.,married,no
41,admin.,divorced,no
38,blue-collar,single,no
34,admin.,single,no
45,services,single,no
53,blue-collar,married,no
42,management,married,no
55,admin.,married,no
57,housemaid,divorced,no
58,management,married,no
48,technician,married,no
33,technician,married,no
43,technician,divorced,no
29,blue-collar,married,no
26,admin.,single,no
56,management,divorced,no
54,technician,married,no
33,services,married,no
36,entrepreneur,single,no
46,technician,single,no
40,services,married,no
50,management,divorced,no
55,entrepreneur,divorced,no
41,admin.,married,no
26,technician,single,no
35,management,single,no
53,self-employed,married,no
31,technician,single,no
59,retired,married,no
42,technician,divorced,no
45,technician,married,no
58,admin.,married,no
33,technician,single,no
47,blue-collar,married,no
31,services,single,no
40,admin.,married,no
28,blue-collar,married,no
42,blue-collar,married,no
53,blue-collar,single,no
33,admin.,married,no
28,blue-collar,married,no
50,housemaid,single,no
30,blue-collar,single,no
37,blue-collar,married,no
39,technician,divorced,no
29,management,married,no
32,technician,single,no
38,technician,single,no
55,technician,married,no
38,admin.,married,no
47,blue-collar,married,no
57,management,married,no
32,technician,married,no
37,unemployed,married,no
30,management,single,no
